"species";"V2";"V3";"V4";"V5";"V6";"V7";"V8"
"Abeliophyllum distichum";"CHELSA_bio10_15";"CHELSA_bio10_18";"CHELSA_bio10_19";"CHELSA_bio10_4";"CHELSA_bio10_6";"CHELSA_bio10_8";"CHELSA_bio10_9"
