Name_number;Name_submitted;Overall_score;Name_matched;Name_matched_rank;Name_score;Name_matched_author;Name_matched_url;Author_matched;Author_score;Family_matched;Family_score;Name_matched_accepted_family;Genus_matched;Genus_score;Specific_epithet_matched;Specific_epithet_score;Infraspecific_rank;Infraspecific_epithet_matched;Infraspecific_epithet_score;Infraspecific_rank_2;Infraspecific_epithet_2_matched;Infraspecific_epithet_2_score;Annotations;Unmatched_terms;Taxonomic_status;Accepted_name;Accepted_name_author;Accepted_name_rank;Accepted_name_url;Accepted_name_species;Accepted_name_family;Selected;Source;Warnings;Accepted_name_lsid
3032;HEMA POLY1,4-BUTANEDIOL-41;0.5;Heimia;genus;0.6;;"http://www.theplantlist.org/tpl1.1/search?q=Heimia;http://plants.usda.gov/java/profile?symbol=HEIMI";;;;;Lythraceae;Heimia;0.67;;;;;;;;;;POLY1,4-BUTANEDIOL-41;Accepted;Heimia;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Heimia;http://plants.usda.gov/java/profile?symbol=HEIMI";;Lythraceae;true;"tpl;usda"; ;
3033;HPMA PEG-6;0.42;Hopea;genus;0.52;;http://www.theplantlist.org/tpl1.1/search?q=Hopea;;;;;Dipterocarpaceae;Hopea;0.6;;;;;;;;;;PEG-6;Accepted;Hopea;;genus;http://www.theplantlist.org/tpl1.1/search?q=Hopea;;Dipterocarpaceae;true;tpl; ;
3034;POLY1,4-BUTANEDIOL-28;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3035;BIS-HEMA IPDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3036;PEG-4 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3037;PPG-12 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3038;BIS-HEMA POLOXAMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3039;BIS-HEMA POLY1,4-BUTANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3040;BIS-HEMA POLY1,4-BUTANEDIOL-13;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3041;BIS-HEMA POLY1,4-BUTANEDIOL-14;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3042;PEG-2;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3043;PPG-3;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3044;BIS-HEMA POLY1,4-BUTANEDIOL-22;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3045;BIS-HEMA POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3046;BIS-HEMA POLYBUTYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3047;HEXAMETHYLENE CARBONATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3048;BIS-HEMA POLYCAPROLACTONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3049;1,4 BUTANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3050; IPDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3051;BIS-HEMA POLYHEXAMETHYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3052;ETHYLENE CARBONATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3053;BIS-HEMA POLYMETHYLPENTANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3054;BIS-HEMA POLYPENTYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3055;BIS-HEMA POLYPROPYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3056;BIS-HEMA POLYNEOPENTYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3057;BIS-HEMA PPG-12;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3058;BIS-HEMA PPG-17;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3059;BIS-HEMA PPG-26;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3060;BIS-HEMA PPG-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3061;BIS-HEXACOSYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3062;BIS-HEXYLDIOXODECYL METHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3063;BIS-HPA BUTYLETHYLPROPANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3064;BIS-HPA POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3065;GLYCOL;0.6;Glyce;genus;0.6;;http://www.theplantlist.org/tpl1.1/search?q=Glyce;;;;;Brassicaceae;Glyce;0.67;;;;;;;;;;;No opinion;;;;;;;true;tpl; ;
3066;BIS-HPMA POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3067;TMDI COPOLYMER;0.23;Tali;genus;0.23;;http://www.theplantlist.org/tpl1.1/search?q=Tali;;;;;Connaraceae;Tali;0.5;;;;;;;;;;COPOLYMER;No opinion;;;;;;;true;tpl; [Partial match] ;
3068;BIS-HYDROGEN DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3069;BIS-HYDROGENATED TALLOW;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3070;BIS-HYDROXY;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3071;METHOXY AMODIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3072;BIS-HYDROXYBENZYL SULFIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3073;BIS-HYDROXYETHOXYPROPYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3074;IPDI;0.52;India;genus;0.52;;http://www.theplantlist.org/tpl1.1/search?q=India;;;;;Orchidaceae;India;0.6;;;;;;;;;;;Accepted;India;;genus;http://www.theplantlist.org/tpl1.1/search?q=India;;Orchidaceae;true;tpl; ;
3075;SORBITAN STEARATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3076;LACTIDE COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3077;PEG-2 SOYAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3078;BIS-HYDROXYETHYL ACRYLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3079;TMHDI COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3080;BIS-HYDROXYETHYL AMINOETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3081;BIS-HYDROXYETHYL COCOMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3082;BIS-HYDROXYETHYL DIHYDROXYPROPYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3083;BIS-HYDROXYETHYL RAPESEEDMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3084;BIS-HYDROXYETHYL TALLOWMONIUM;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3085;BIS-HYDROXYETHYL TOCOPHERYLSUCCINOYLAMIDO;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3086;BIS-HYDROXYETHYL TROMETHAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3087;BIS-HYDROXYETHYLACRYLATE POLYHEXAMETHYLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3088;BIS-HYDROXYLAURYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3089;BIS-HYDROXYPROPYLMETHACRYLATE POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3090;BIS-HYDROXYPROPYLTRISILOXYL IPDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3091;PEG-14 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3092;PEG-23 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3093;BIS-IPDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3094;BIS-ISOBUTYL PEG-13;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3095;AMODIMETHICONE COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3096;BIS-ISOBUTYL PEG-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3097;BIS-ISOBUTYL PEG-24;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3098;PPG-7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3099;BIS-ISOBUTYL PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3100;PPG-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3101;7;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3102;PPG-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3103;35;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3104;BIS-ISOPROPYLACETOMETHYL BENZATHINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3105;BIS-ISOSTEAROYL CASTOR;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3106;DIMER DILINOLEATE;0.44;Dimeria;genus;0.44;;"http://www.theplantlist.org/tpl1.1/search?q=Dimeria;http://plants.usda.gov/java/profile?symbol=DIMER3";;;;;Poaceae;Dimeria;0.71;;;;;;;;;;DILINOLEATE;Accepted;Dimeria;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Dimeria;http://plants.usda.gov/java/profile?symbol=DIMER3";;Poaceae;true;"tpl;usda"; [Partial match] ;
3107;BIS-ISOSTEARYL 1,4-BUTANEDIOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3108;HDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3109;HYDROGENATED DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3110;BIS-ISOSTEARYL DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3111;BIS-LAURYL COCAMINOPROPYLAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3112;PEG-100 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3113;BIS-LAURYL LACTATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3114;BIS-LAURYLDIMONIUMHYDROXYETHYL BROMIDE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3115;BIS-MERCAPTOPROPYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3116;BIS-METHACRYLOYLOXYETHYLCARBAMOYL POLOXAMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3117;BIS-METHACRYLOYLOXYETHYLCARBAMOYL POLYCAPROLACTONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3118;BIS-METHANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3119;BIS-METHOXY PEG-10;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3120;BIS-PEG-10 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3121;BIS-METHOXY PEG-114;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3122;BIS-METHOXY PEG-13;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3123;PPG-110 SMDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3124;PPG-57;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3125;BIS-METHOXY PEG-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3126;PPG-4 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3127;BIS-METHOXY PEG-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3128;BIS-METHOXY PEG-40;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3129;BIS-METHOXYETHOXY METHANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3130;BIS-METHOXYPHENYL HEPTANEDIONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3131;BIS-METHOXYPROPYLAMIDO ISODOCOSANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3132;BIS-METHYLISOCYTOSINE HYDROGENATED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3133;BIS-OCTYLDODECYL DIMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3134;BIS-OCTYLDODECYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3135;STEARYL HYDROGENATED;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3136;BIS-OLEAMIDO ISOPROPYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3137;BIS-PABA PORPHYRA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3138;BIS-PALMITOYL TROMETHAMINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3139;BIS-PALMITOYLOXYCAPRAMIDO ISOPROPANOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3140;BIS-PCA DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3141;BIS-PEG-1 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3142;PPG-26;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3143;BIS-PEG-12 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3144;BIS-PEG-15 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3145;BIS-PEG-15 METHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3146;BIS-PEG-18 DISILOXANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3147;BIS-PEG-18 METHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3148;BIS-PEG-2;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3149;BIS-PEG-20 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3150;BIS-PEG-3 POLYGLYCERYL-3;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3151;BIS-PEG-4 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3152;BIS-PEG-8 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3153;BIS-PEG-8 PEG-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3154;BIS-PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3155;PPG-14;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3156;14 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3157;PPG-15;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3158;5 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3159;PPG-16;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3160;16 PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3161;16 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3162;PPG-18;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3163;6 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3164;20 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3165;5 PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3166;PPG-21;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3167;7 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3168;BIS-PENTAERYTHRITOL TRIACRYLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3169;BIS-PENTAERYTHRITYL TRIACRYLATE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3170;POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3171;GYCOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3172;BIS-PHENYLISOPROPYL PHENYLISOPROPYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3173;VINYL DIMETHICONE;0.34;Vinca;genus;0.34;;"http://www.theplantlist.org/tpl1.1/search?q=Vinca;http://plants.usda.gov/java/profile?symbol=VINCA";;;;;Apocynaceae;Vinca;0.6;;;;;;;;;;DIMETHICONE;Accepted;Vinca;;genus;"http://www.theplantlist.org/tpl1.1/search?q=Vinca;http://plants.usda.gov/java/profile?symbol=VINCA";;Apocynaceae;true;"tpl;usda"; [Partial match] ;
3174;BIS-PHENYLPROPYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3175;BIS-PIPERAZINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3176;BIS-POLY1,4-BUTANEDIOL-14;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3177;BIS-POLY1,4-BUTANEDIOL-9;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3178;TMDI;0.5;Tali;genus;0.5;;http://www.theplantlist.org/tpl1.1/search?q=Tali;;;;;Connaraceae;Tali;0.5;;;;;;;;;;;No opinion;;;;;;;true;tpl; ;
3179;BIS-PPG-15 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3180;BIS-RETINAMIDO METHYLPENTANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3181;BIS-RETINOYL GEROTINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3182;BIS-SH-DECAPEPTIDE-9 PORPHYRA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3183;BIS-SH-PENTAPEPTIDE-38 PORPHYRA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3184;BIS-SH-PENTAPEPTIDE-5 PORPHYRA;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3185;BIS-SOYOYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3186;RAPESEEDOYL ETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3187;BIS-STEAROXYDIMETHYLSILANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3188;BIS-STEAROXYETHYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3189;BIS-STEARYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3190;BIS-STEARYL IPDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3191;BIS-STEARYL PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3192;PPG-8;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3193;6 SMDI;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3194;PEG-400 COPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3195;BIS-TMP DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3196;BIS-TRIMETHOXYSILYLETHYL TETRAMETHYLDISILOXYETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3197;BIS-TRIMETHYLBENZOYL PHENYLPHOSPHINE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3198;BIS-VINYL DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3199;BIS-VINYL DIPHENYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3200;BIS-VINYL DIPHENYLTRISILOXANE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3201;BIS-VINYLDIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3202;BIS-ISOBUTYL PPG-20;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3203;PEG-10 DIMETHICONE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3204;PPG-20 CROSSPOLYMER;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3205;BISABOLENE;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3206;BISABOLOL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3207;BISAMINO PEG;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3208;PPG-41;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
3209;3 AMINOETHYL;0;No suitable matches found.;;0;;;;0;;0;;;0;;0;;;0;;;0;;;;;;;;;;true;; ;
