"Longitude";"Latitude"
146,730251;-35,230325
147,9;-41,2
145,6333;-42,2167
147,4013;-38,1652
145,0991;-37,8897
173,056902;-35,172194
144,9813;-37,745
144,9747;-37,6527
145,0841;-37,6533
146,4775;-38,1708
146,25;-41,25
144,9566;-37,6958
142,3699;-36,6416
144,7316;-37,9238
143,8578;-36,4671
139,3167;-34,95
152,183136884;-28,915188554
150,459178411;-35,379390895
148,496831245;-33,640408567
152,943728696;-30,713386324
143,4208;-38,0152
138,6;-34,9167
148,8688;-37,3163
149,8;-35,65
146,6455;-36,1513
141,4166;-37,9166
145,5744722222;-17,2895555556
149,38;-29,23
171,798521;-42,088405
150,119986945;-32,085880762
143,848;-37,5769
150,138420696;-32,083332353
144,8405;-37,73
150,840808946;-34,433249779
145,0297;-37,7855
144,5222;-37,3511
151,6667;-31,5
150,880765871;-33,660240856
143,763;-35,4172
145,2153;-37,8819
145,2558;-38,0649
146,0769;-36,4891
151,424495144;-33,242422617
145,2238;-37,7161
170,183;-43,45
149,791270769;-30,116453921
146,193371;-41,426335
145,193;-37,8458
146,9667;-36,1
144,78;-37,7858
143,8881;-36,6074
145,1;-37,9966
145,0361;-37,7042
144,9369;-36,4497
144,9058;-37,6686
145,1055;-37,625
146,15;-18,65
141,7;-38,1
166,743;-46,083
143,8;-36,6
172,675;-40,7605
152,565089544;-28,885663746
144,785;-37,8013
151,9166666667;-28,9166666667
145,75;-28,0833333333
145,1427;-36,7702
151,0333615;-33,762720623
144,7986;-37,8011
145,2842;-37,8286
144,4;-37,3
144,8541;-37,65
150,851157432;-33,565092275
152,92;-30,57
173,429592;-35,116524
145,62;-38,07
144,655;-37,8683
151,535172081;-32,73302901
150,787764037;-34,464416144
151,1666666667;-30,5
170,854331;-42,973656
144,9833;-37,8333
146,0358;-36,4972
145,098;-37,72
146,7199;-38,1075
147,3984;-37,7853
172,717672;-41,60486
144,9658;-37,6155
144,07;-37,5533
143,4155;-35,1955
145,1138;-38,0072
144,8186;-37,6533
172,247;-42,1457
144,4;-37,1
148,27596;-34,648518
147,9167;-41,3167
147,0133;-38,0869
152,483708106;-32,100260268
144,904;-37,8382
148,7556;-37,2694
145,2044;-37,8869
143,8;-36,4
144,103;-36,4269
147,75;-35,9667
149,821699862;-36,480615362
152,221546276;-29,980335238
150,877108902;-33,941594916
151,504663973;-33,239728938
171,892352;-42,252031
146,25;-26,4166666667
145,5263;-37,6872
144,7116;-37,7519
149,25;-21,4166666667
147,1167;-33,1167
153,040624389;-29,073775141
152,5833333333;-27,4166666667
144,7188;-37,8597
143,470211111;-34,936891667
144,9094;-37,6563
142,3;-36,6
146,5438;-38,2211
146,7;-38,1
147,510983857;-30,685357287
147;-36,5
149,423969904;-35,380237681
151,492705004;-33,164633613
143,9038;-37,5452
146,7402;-38,158
152,75;-28,0833333333
144,1;-36,4
150,404698822;-31,539457369
149,92;-37,07
144,928;-37,7138
146,55;-36,15
146,7777;-37,9858
150,566667;-31,558333
151,2167;-33,8833
145,6402;-37,7902
144,3061;-38,153
151,72;-32,67
144,6916;-37,6755
170,038;-43,3756
146,153;-36,4447
173;-41,7936
150,9166666667;-30,5666666667
146,152028;-41,476479
144,7;-36,8
150,0169444444;-27,3805555556
149,066478;-35,410975
150,925117654;-33,347641988
142,2369;-34,2258
147,5211701725;-42,6144075224
140,9666;-36,85
145,2627;-38,1222
166,967;-45,3133
144,4323;-37,196
145,1291;-37,5311
151,505593138;-30,040474663
150,76193;-33,81186
143,7411;-35,6166
144,9369;-36,4586
144,7061;-37,8436
147,916667;-41,216667
146,1833;-36,6
153,1711913;-28,26256071
138,506111;-34,891944
169,38001;-44,048698
138,598056;-34,929722
145,4833;-36,8
173;-40,9832
150,602846655;-33,90008867
172,295005;-42,020184
145,75;-37,8667
147,4;-37,7
150,911138682;-33,56337303
150,95;-33,8
169,24;-44,2311
143,4703;-36,8188
171,886785;-42,063445
146,9816;-36,0136
151,504681072;-30,297614414
146,1667;-35,25
151,678132168;-32,825825389
147,1155;-38,1493
152,49604618;-29,188829634
147,3;-37,7
150,367847268;-34,83176407
148,394086642;-35,347326091
140,633333;-34,3
145,0786;-37,6525
148,3072;-37,4413
151,479093193;-33,117213862
151,12;-33,95
151,399492317;-33,307315582
144,9447;-37,6591
146,458;-38,1788
171,367;-42,1167
147,5363;-38,0708
150,807564678;-34,471480836
150,56778507;-29,515093811
150,534511509;-34,881763097
150,346917308;-34,567760474
145,1719;-38,1169
143,7652;-35,4166
152,963789352;-30,857995476
171,531;-42,8644
153,1987679;-27,67562961
144,7122;-37,8272
143,7413;-35,6275
172,402;-42,3789
144,75;-18,6833
144,8991;-36,1533
173,744;-35,2328
143,633;-38,0247
143,3538;-37,6738
144,9391;-37,6141
145,566667;-41,275
143,7;-37,7
151,46330103;-33,404621808
146,228674;-41,577901
151,5;-28,5
147,6925;-36,9461
146,28504;-41,579166
150,671388594;-33,807046964
144,8852;-37,7563
145,1266;-38,005
146,1833333333;-34,5
151,487562786;-33,248089862
143,4142;-36,9652
152,480176023;-30,039817766
146,1497;-36,4016
145,7688;-36,0411
146,7141;-38,0116
148,01235;-33,388355
144,1494;-37,8227
167,992;-46,37
167,811;-46,2707
169,349;-46,5982
150,682676632;-34,231918507
152,219673349;-28,848326758
146,333;-37,9583
148,2791;-37,4775
146,0544;-36,4486
143,8341;-37,6533
173,794814;-35,366228
146,2;-38,65
153,515834142;-28,175686982
144,6697;-37,7202
143,8306;-36,9694
144,1661;-37,1466
148,63289383;-34,802225621
141,5833;-38,25
145,3667;-37,8833
151,672398178;-32,295822184
144,1533;-37,6322
144,9925;-37,5436
143,7916;-36,1547
141,7255;-38,1787
146,4;-34,55
172,596;-40,8224
143,7042;-37,7958
151,673648162;-29,964010348
138,868056;-34,818611
143,8602;-36,451
169,960227;-43,444085
144,9167;-37,85
149,021036;-35,461155
146,05;-36,3
152,093955894;-28,472465977
146,8461;-36,0727
145,025;-37,9208333
147,15;-35,9667
146,6691;-37,9166
142,8061;-34,6169
151,117821268;-33,71508949
151,741;-24,516
146,78611111;-19,29083333
153,067083674;-29,503968647
145,9502;-38,4652
150,857476659;-33,442905909
145,0666;-37,7436
152,8399239372;-27,7379810565
146,3347;-38,3177
140,751389;-34,179444
151,469272731;-33,250571686
147,524413074;-30,76950277
149,2583333333;-21,2583333333
150,904983204;-33,802067362
148,7667;-37,5833
150,659503611;-34,911327802
149,994019264;-31,589407125
144,5019;-37,8494
145,3388;-37,4586
143,7461;-36,8772
144,905;-37,7169
147,0769;-38,1247
151,441080987;-33,258361062
149,291932907;-31,700211645
153,079154646;-29,476949282
150,87;-32,05
150,5833333333;-26,75
145,3022;-38,0297
146,65;-33,05
150,7434541493;-34,8146476423
150,201183041;-34,798431666
145,3779;-38,0798
151,1;-33,88
150,000739671;-33,119653363
150,805772555;-33,852791717
151,684003007;-32,853775926
146,1816;-38,6002
172,186353;-41,148202
167,32;-45,9775
145,7141;-38,628
150,909764314;-32,280236022
146,1438889;-36,6330556
151,034465348;-33,658099138
172,670826;-43,523574
150,25;-30,97
150,814794563;-33,809242576
143,8;-38,5
150,5833333333;-23,75
145,1252;-37,5622
145,6;-38,1
139,59942;-34,46824
145;-37,5
144,862;-37,8285
151,4332949109;-25,4323056443
148,952544;-35,244636
153,04221545;-29,54569361
146,490611111;-42,6885555556
153,35;-29,4
146,762139;-43,143583
145,616667;-41,266667
149,0706;-35,436254
151,671878;-32,996092
172,533706;-41,071509
145,2105;-37,8736
146,382780135;-34,610423453
146,4075;-38,3536
172,3833;-42,4667
143,7438;-37,8733
149,074452;-35,525086
144,8286;-37,7347
150,5;-23,3667
151,45;-29,45
148,25;-32,22
172,128978;-41,266416
145,1233;-37,583
150,1167;-36,2
144,8825;-38,4066
144,5875;-37,8158
148,3658;-37,8022
151,8780556;-25,4655556
152,874784516;-31,461997163
145,455;-38,0766
152,977634036;-30,654527025
151,779635622;-32,907841622
151,1260691876;-24,8900838992
148,814200536;-37,045966792
150,341705758;-30,971818665
143,425;-20,8083333333
145,7105;-37,2116
145,0073;-37,5298
139,24516;-34,94598
150,601124836;-30,365091746
152,3333;-27,55
146,9322;-36,0955
144,6091;-37,3086
144,7819;-37,8516
151,2667;-33,8667
144,901651011;-35,928201924
139,243889;-35,131111
143,8825;-37,4125
151,155933;-33,818854
143,8013;-37,2735
150,698225;-33,551694
145,1061;-37,4683
150,947665168;-30,05066844
152,3167;-27,5667
145,8;-37,7
151,3666666667;-30,4666666667
145,3847;-36,3861
144,9841;-37,5122
171,774068;-41,731315
146,8958;-36,1427
152,9166666667;-27,9166666667
149,312668245;-36,842667927
145,065377;-41,649773
145,388;-36,3538
150,600129767;-30,601655031
166,95;-45,7
150,535195444;-31,00068619
145,0833;-37,9417
144,2833;-35,95
166,805;-45,9513
169,9333;-43,7833
151,787155224;-30,415979326
148,9667;-37,2833
144,985;-37,6811
171,25;-42,3948
151,411255136;-33,33578549
172,523;-41,2523
146,3256;-36,3608
143,6833;-38,5833
149,963795689;-35,641789244
146,7083;-38,5147
144,7641;-37,9191
150,377750715;-30,99329897
149,5167;-22,3464
145,3116;-38,0733
145,5167;-37,9667
143,8344;-38,517
151,485170311;-30,020219046
171,913674;-41,608092
143,9621;-37,7527
144,7783;-37,6905
149,681530132;-30,254375835
171,6333333;-42,76666667
150,023363794;-30,536523816
151,25;-23,91666667
144,7458;-37,6066
143,8348;-37,2266
146,75;-25,75
149,891548483;-30,401415248
139,55;-20,6042
145,755764626;-35,954575263
147,0066;-36,058
144,75;-18,75
152,221253073;-28,519919794
150,268931652;-28,673011253
150,436803387;-35,326502141
172,621849;-41,136552
149,152733875;-35,706042964
144,842479142;-34,511970646
144,4787;-37,6864
149,292490766;-33,149152254
142,4472;-36,6711
153,215305627;-28,337989974
146,3652;-38,2344
149,270060229;-30,162929482
149,8083;-34,5083
173,477;-41,2523
147,0233;-36,1091
143,8797;-35,8019
140,56416;-34,33087
171,850619;-41,751925
150,755138098;-33,988550296
144,9813;-37,3261
153,097422835;-29,413154934
153,2093986373;-27,6734013111
147,444492899;-29,683301086
143,8;-37,2
151,206747166;-34,016628926
145,0827;-37,6741
150,764525126;-33,463437202
151,415483878;-33,134228718
138,568056;-34,908333
145,1413;-37,5844
148,9667;-37,2333
147,4166666667;-19,5833333333
151,286998427;-32,913103101
142,35;-36,6167
144,1;-38,1
151,043238;-33,824419
151,6;-30,433333
144,8541;-37,7652
149,511292571;-34,896990977
144,399167;-38,116944
152,925;-26,4916667
138,7525;-34,943611
148,5041;-37,7644
146,938;-38,2333
145,6865361;-35,91427665
150,878539555;-34,014654018
144,7383;-37,5338
148,9583;-37,75
152,2;-32,4
143,3731;-35,15
145,738577;-42,103161
145,0833;-37,8
144,9952;-37,8872
143,8147;-35,4469
150,055303545;-30,720314627
153,0093943145;-27,4900693506
150,316367437;-34,568236892
139,666667;-34,033333
151,5833333333;-30,4666666667
151,461165626;-33,069333225
134,655556;-33,190833
143,7846;-37,2623
150,688949172;-32,531988857
146,2;-41,383333
146,026659098;-34,471033037
146,927965148;-36,064596482
145,2113;-38,1352
145,08;-38,2922
144,9913;-36,4838
172,527;-40,7121
145,1936;-37,9844
151,1167;-24,8833
150,767999;-33,583272
145,2711;-37,7122
151,156858344;-29,369730786
145,4593;-38,1032
147,374994;-35,10498
143,9192;-37,8103
144,75;-18,6667
145,1269;-37,6333
173,9166667;-35,75
138,67834;-35,26937
144,9708;-37,4628
151,4722222222;-30,625
150,865433602;-33,845816294
166,861;-45,4096
150,054351804;-29,498417807
172,585686;-41,122901
143,75;-38,5333
144,9455;-37,5402
151,234486493;-33,781754984
145,376297;-41,653686
146,5667;-38,4333
151,024769297;-30,134615374
149,053698753;-36,339072179
147,527798025;-30,798074949
172,2333;-42,0167
146,175;-18,65833333
141,886066667;-34,112622222
141,293861061;-34,050748158
145,6097;-37,785
150,585794198;-31,473611428
150,703427;-33,966718
145,2678;-38,0322
144,58;-37,7135
150,185646381;-34,304133062
151,367284762;-33,342046856
141,2389;-36,775
145,5325;-37,6502
147,4;-37,9
139,1037;-35,524
145,8958;-36,1983
145,1419;-36,8227
143,5766;-38,3316
151,3858333333;-25,9872222222
144,7325;-37,7208
145,1225;-36,4444
152,97;-30,95
139,05182;-35,38975
150,854675036;-33,516419672
145,0011;-37,4377
136,133333;-34,366667
139,616667;-34,35
151,760271126;-30,516070665
145,043;-36,4469
145,2988;-37,715
152,05998699;-32,757530945
147,866667;-42,933333
151,052403113;-34,176222453
145,6616;-37,7005
150,045071509;-32,243564307
173,7;-41,4167
152,260166067;-29,34533487
139,11445;-35,60357
139,08601;-35,57376
151,283377483;-28,986195608
151,58725042;-30,294589312
149,335418007;-29,345892242
138,93274;-35,49263
149,7417;-34,8
146,8;-37,9
139,34193;-35,42
139,04442;-35,49918
147,55;-30,9
145,2472;-37,7775
138,88223;-35,53325
139,34665;-35,64353
150,88004;-33,75407
151,500823911;-29,470365175
147,409;-37,9817
151,6533611111;-27,8824166667
138,87196;-35,54574
151,692571626;-30,340591489
150,850477807;-33,664227612
149,8333333;-35,2083333
151,109426478;-27,3734170408
149,301150815;-29,335869374
139,02984;-35,49533
151,305814821;-33,531618742
171,574;-42,0877
139,25165;-35,56028
149,743511;-36,48906
139,33872;-35,68497
146,1356;-36,0031
173,16632;-41,33792
150,961236094;-33,943989953
145,1452;-36,4466
145,4983;-37,7063
152,530946159;-32,218030796
149,35494237;-29,261242421
143,95;-38,5167
145,2033;-37,9227
138,75;-34,85
151,285907201;-33,405998179
138,93023;-35,50348
149,567841075;-33,415104733
174,074127;-39,075942
147,2333;-42,8833
153,126057087;-26,9067363987
149,0167;-35,2667
139,32551;-35,69008
138,97226;-35,40894
144,735;-37,7063
139,22226;-35,64754
139,59852;-34,84821
144,902861;-40,861778
151,12;-33,82
145,2686;-36,4361
151,04409527;-33,877635696
147,853376444;-33,413841553
145,6341;-36,9061
139,25586;-35,49247
145,2172;-38,0747
150,537502689;-28,660372659
145,5147;-35,8222
145,238;-36,4633
140,933333;-33,95
141,7602777778;-38,1986111111
145,0783;-37,5211
145,446014;-41,651048
151,264901749;-33,717407353
150,850201944;-33,806779678
148,9133;-34,8358
145,0919;-37,7522
152,989325048;-29,47012213
145,1086;-36,3677
152,360575878;-29,628571565
146,6739;-36,3178
145,0752;-37,7661
151,604734511;-33,147360446
148,57271377;-34,642828579
149,57;-33,42
145,165;-36,091
139,60599;-34,53389
149,394526001;-29,260556875
151,172493447;-28,87592789
145,6202;-36,88
142,2667;-34,3
144,5541;-37,675
138,881944;-34,825833
151,9166666667;-28,75
146,9;-37,9
150,697367;-33,720087
140,6;-34,283333
144,6513;-37,7294
150,807777035;-28,931481169
144,4269;-38,1286
145,2158763955;-23,6484522318
146,291199473;-34,920868577
139,303333;-34,915556
150,044810251;-35,928990642
146,347788559;-34,482187168
151,412364357;-32,590467142
146,5025;-38,2427
150,784950653;-33,527815724
150,205295621;-35,814682944
146,1883;-38,2714
145,793674;-41,554344
166,834;-45,6822
145,8602;-37,5727
150,168268214;-32,447944101
147,25;-36,3167
151,016362615;-34,18646483
146,386970333;-34,633890902
151,767483925;-29,105641782
146,5613;-36,3269
144,35;-38,17
152,156009251;-32,643550521
151,189589035;-32,54236148
144,5669;-37,8183
151,6417;-30,4833
145,2422;-36,4183
174,010216;-39,079318
149,853364741;-36,637167653
147,491414108;-30,845725783
151,024624171;-33,710822164
145,366667;-41,05
151,298269307;-32,917179927
146,2543;-37,9018
145,1166;-36,3994
147,85;-43,1
147,541843207;-30,840318159
138,83123;-35,40727
151,472564046;-33,181975339
146,8;-19,2667
149,291895958;-29,233162216
149,629379588;-36,758582483
145,0663;-37,87
147,4697;-36,5325
145,6205;-37,7183
151,606097555;-29,018142309
139,566667;-34,7
150,745;-28,5930555556
146,2889;-36,3367
145,3;-36,2
146,05;-41,166667
152,2460818332;-27,6159088008
151,210830159;-30,664314204
146,642504;-42,658006
150,715567555;-34,054801459
149,5102;-37,3972
145,1433;-36,4088
139,1702;-35,50668
149,701491703;-36,738942057
152,5833333333;-25,25
146,1;-36
151,889982281;-29,198419231
143,5667;-38,5667
145,4286;-36,2761
150,723332539;-28,649538208
145,1;-36
152,521808537;-32,342493604
138,54986;-35,37016
145,1722;-37,7352
138,79112;-35,50669
146,42;-36,6591666667
151,427219553;-33,306570778
146,675;-38,4852
149,634701871;-24,1659161605
150,860407;-33,76212
150,722873034;-34,001293543
144,2952;-38,215
146,1775;-36,6571
150,019932445;-36,077237343
152,537416763;-32,047768124
148,9;-37,2833
150,090647277;-36,131768673
146,19177938;-34,623735579
144,9163;-37,6208
144,2872;-36,7852
138,540833;-35,011389
139,35;-35,016667
167,425;-44,9003
167,316666;-45,016666
147,0174;-38,081
144,5159;-37,3046
151,722588744;-32,807012868
146,37;-33,3
151,501932711;-29,048143037
150,734166508;-28,799537737
150,40750491;-28,64092918
145,0983;-36,7988
153,0833333333;-27,5833333333
151,08;-33,75
150,697836311;-33,88811389
146,2597;-38,115
150,923229985;-34,325929555
144,8491;-37,5525
147,2667;-42,9167
146,4902;-38,2544
138,716667;-34,883333
145,7316;-36,0919
151,647094651;-32,81790002
145,3513;-36,2934
146,6186;-37,5736
144,6594;-37,6402
147,238115339;-33,925465089
151,669156353;-30,498688468
145,2486;-38,0143
145,55;-35,8816
151,593579148;-28,99784058
150,601176792;-34,865095921
173,884394;-39,497655
143,8625;-37,4243
151,414934479;-33,257758987
150,961440787;-33,962622104
151,32865688;-32,786875459
151,634738321;-32,753731828
151,48432703;-32,779055334
148,9167;-37,2833
139,04638;-35,50098
151,817761047;-29,156475021
143,3667;-38,7
145,24;-36,3797
144,3167;-37,7333
141,3167;-37,0333
147,2911;-38,2102
153,4244444444;-28,1786111111
147,429880624;-35,105915136
145,0541;-37,2052
151,182493709;-32,52772834
149,0525;-28,8792
147;-38
152,4166666667;-27,5833333333
145,5833333333;-17,4166666667
144,95;-37,7833333
145,6919;-36,0872
150,805830719;-28,59120444
145,4869;-38,0811
149,777635031;-34,717213171
149,224325951;-31,747560156
145,6111;-37,7055
150,709702519;-33,648171987
151,668599348;-30,333132873
145,35;-37,6667
144,2261635576;-23,1401257889
145,1813;-38,068
144,5186;-37,7922
138,229167;-35,504444
149,6336111111;-24,1675
150,797791756;-33,729048868
150,83899231;-33,949857423
152,9977777778;-30,4422222222
138,80672;-35,47742
150,858173;-33,680041
151,270937248;-29,964624018
150,966939673;-28,73953622
150,979529485;-31,903634333
146,968;-37,9718
149;-37,6
146,5833;-36,35
151,119440647;-29,299257066
139,23209;-35,32044
151,388334723;-29,584420077
150,856160919;-33,597691928
149,034723608;-28,955771694
142,1158;-34,1747
149,5505555556;-25,4819444444
149,980988195;-36,137893279
151,909511471;-32,711527076
144,9861;-36,2733
146,8621;-37,9755
150,065369;-36,417633
146,1;-36,6
145,586;-38,604
141,268;-36,665
145,7763889;-38,4175
146,674167;-43,098333
151,57478612;-33,133835254
144,8605;-36,35
144,0713;-37,848
150,77294891;-34,036229149
145,158;-36,4927
147,487223303;-30,958605206
151,1916666667;-25,6083333333
152,58;-27,58
143,7981;-37,5884
145,9167;-38,6667
145,482;-35,8422
146,715;-36,0713
167,462;-45,856
148,783333;-37,4
150,738430303;-33,879182445
145,543863806;-35,698729879
147,6669;-37,9983
151,632142479;-30,515944127
146,575057685;-34,762744308
145,8347;-37,8316
152,017757262;-29,048418668
146,25;-26,42
153,296790155;-28,660365473
148,75028585;-25,52342911
147,581779038;-30,700150714
148,74916667;-25,525
145,3625;-36,3455
144,8225;-36,353
151,654535;-32,749291
147,701283466;-31,550055661
144,6;-37,45
152,943161;-29,705397
151,727616;-32,427258
147,50076639;-30,988326234
144,0902;-37,6825
151,27027778;-27,39138889
138,79962;-35,52627
145,8138;-37,6494
149,261;-35,02
151,12;-33,97
151,07;-33,97
144,1488;-37,7761
145,3827;-37,6641
152,479272835;-28,811319429
152,5667;-27,65
153,05;-27,4
150,108910313;-34,399380016
144,4652;-37,7988
145,2194;-36,3133
151,1113888889;-25,4425
146,4055;-38,2794
151,101156591;-33,848422839
148,305399737;-29,826852665
152,5833333333;-27,5833333333
142,3739;-37,5333
139,00025;-35,39598
146,3313;-39,0208
145,4;-35,8
145,9741;-36,0041
153,38984276;-29,054170783
144,2233;-37,6116
150,840827655;-34,602705294
145,3472;-36,26
143,9447;-37,5113
145,5361;-37,163
144,0594;-37,63
144,9022;-36,5467
145,3172;-38,1188
148,917868778;-34,848442841
144,0561;-37,823
152,92;-29,65
151,286000176;-33,307787485
144,2322;-37,7527
145,7755;-38,0858
150,799585016;-34,056787117
138,99002;-35,48977
147,494277964;-30,948649615
144,9333;-35,5167
152,614809236;-28,849286659
144,1138;-37,7283
149,283793811;-37,066571731
150,502006436;-35,094619417
144,1044;-37,5505
151,561754;-33,252329
152,5083333333;-27,6583333333
148,816667;-37,233333
145,1966;-36,4619
151,1166666667;-31,35
143,9636;-37,4975
149,467802246;-29,13176706
138,54104;-35,36985
172,603935;-43,537774
147,142042336;-30,051567261
144,669143666667;-37,4637718055556
149,592753175;-22,540093849
150,835307871;-31,767006467
145,9611;-36,2691
145,6988;-38,643
144,7261;-37,8755
150,701990224;-34,056555737
138,6;-35,0666667
145,5805;-38,3713
150,717813311;-32,315091187
146,368423884;-34,633796237
147,150945024957;-41,4292170498971
146,0167;-34,2
144,6177;-37,9161
144,6261;-37,8245
147,374202582;-35,056980322
150,441497379;-34,502514096
149,234537445;-35,348441214
144,35;-38,1667
145,1036;-36,4794
144,5167;-37,65
150,717833754;-34,11509463
148,684714036;-33,837739145
151;-34,23
146,861050997883;-42,6586324338608
173,248;-41,4531
144,0777;-37,8863
146,3194;-36,1558
144,3911;-36,0963
145,603;-38,3897
144,0297;-38,2972
144,2866;-36,7161
143,9122;-37,6058
144,3144;-37,6533
149,401190818;-34,9817722952
145,818;-35,9844
145,3602;-38,0425
139,35258;-35,58586
144,8263;-36,515
153,1167;-27,4
149,4167;-35,1833
149,7311111111;-25,3013888889
146,666796;-42,678792
