"Species_TNRS";"Species";"Longitude";"Latitude";"Country";"Locality";"Elevation";"Event_date";"Extracted_from";"Restriction"
"Abeliophyllum distichum";"Paspalum distichum";150,848848466;-33,890840025;"Australia";"locality withheld"; ;"2006-03-21";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,7566666;-23,1666666;"Australia";""; ;"1980-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,9166667;-37,08333333;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,7166667;-36,88333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,05;-38,71666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";-89,33472222;36,44166667;"United States";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,206790317;-33,939138289;"Australia";"locality withheld"; ;"2012-10-16";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";144,89;-38,108611;"Australia";"Port Phillip"; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";138,25;-34,5;"Australia";"St Vincent Gulf [=Gulf St Vincent]."; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,5666667;-41,3;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum"; ; ;"Australia";"Provenance unknown"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,5833333;-45,38333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,45;-39,0167;"Australia";"Sealers Cove."; ;"1854-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,184548383;-35,015113042;"Australia";"locality withheld"; ;"1770-04-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";172,1166667;-41,25;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,85779929;-33,978228304;"Australia";"locality withheld"; ;"2002-07-24";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";121,24972222;-33,74611111;"Australia";"72 [km] W of Esperance"; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7668479;-36,84819811;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,9718629;-35,999648;"Australia";"locality withheld"; ;"2016-05-13";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,8332;-25,9095;"Australia";"Ettiewyn"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,267;-42,3833;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0043;-25,4411;"Australia";"MtRose10"; ;"1996-01-01";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"United States";"Corkscrew Swamp Sanctuary (near Naples - Immokalee)"; ;"1983-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,5611111;-38,4575;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,843278226;-33,910350421;"Australia";"locality withheld"; ;"2003-07-04";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,25;-33,65;"Australia";"Geographe Bay."; ;"1880-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,962514297;-33,507961329;"Australia";"locality withheld";100;"2012-10-08";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";121,88833333;-33,86138889;"Australia";"Esperance"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,7738;-25,7947;"Australia";"Lucklast"; ;"2000-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,5861;-35,03868;"Australia";"Sturt Gorge (RP)"; ;"1980-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,3838;-22,3053;"Australia";"Samana"; ;"1998-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";"[No details given.]"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,0833333;-36,91666667;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,35;-33,65;"Australia";"Busselton area"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";168,1333333;-46,88333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum"; ; ;"Australia";"SW Australia"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,819206946;-36,774054449;"Australia";"locality withheld";75;"1991-07-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,4;-39;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";-88,42722222;39,425;"United States";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum"; ; ;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,100983;-33,766228;"Australia";"locality withheld"; ;"2017-05-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,0666667;-36,2;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,4166667;-36,75;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";123;-33,83333333;"Australia";"Thomas River, E of Esperance coast"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";176;-39;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";176,7;-38,6667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";170,517;-45,8833;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,25;-38,75;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";174,55;-36,91666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,9166667;-35,25;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,4833333;-46,55;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,3245763;-31,363358899;"Australia";"locality withheld"; ;"1995-01-01";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";117,324968;-32,5398247;"Australia";""; ;"1983-01-01";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,5166667;-40,28333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,671389;-34,961944;"Australia";"Waterfall Gully (below first fall)"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,583;-38,8;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,7;-38,5667;"Australia";"Tarra Valley."; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7668308;-41,2649538;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,0666667;-37,41666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,423873096;-29,408967764;"Australia";"locality withheld"; ;"1995-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0596;-25,4456;"Australia";"BOGGO18"; ;"1996-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,8699;-26,237;"Australia";"Zerk3"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";176,0483333;-39,74333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,1;-38;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,0833333;-39,08333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,609006214;-34,9124028;"Australia";"locality withheld"; ;"2018-02-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,7;-36,7333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,496393595;-30,634506572;"Australia";"locality withheld"; ;"1990-08-27";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,560588898;-28,225523211;"Australia";"locality withheld"; ;"1987-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";114,91666667;-29,25;"Australia";"Dongara"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,8875;-36,60527778;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,132844;-37,438383;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,95;-35;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,9122;-24,0589;"Australia";"Maryvale"; ;"1998-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,65;-37,28333333;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";115,204694;-28,422505;"Australia";""; ;"1981-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum"; ; ;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7724035;-36,85958721;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";-128,3243333;-24,3765;"Pitcairn Islands";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,1013;-25,3609;"Australia";"Rainbow"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,099264;-33,766734;"Australia";"locality withheld"; ;"2017-05-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,25;-33,65;"Australia";"Geographe Bay."; ;"1880-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,25;-33,65;"Australia";"Geographe Bay."; ;"1880-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,216989073;-33,936025955;"Australia";"locality withheld"; ;"2012-10-16";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,85373823;-31,458365767;"Australia";"locality withheld"; ;"2003-03-21";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";170,55;-45,8167;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,717;-39,6333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,6166667;-38,55;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,318693;-35,712043;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173;-35;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";153,1667;-28,9167;"Australia";"Richmond River."; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,8166667;-41,83333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,2666667;-35,11666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,2693;-25,725;"Australia";"Marama"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,766412532;-32,630639392;"Australia";"locality withheld";20;"1990-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";114,91666667;-29,25;"Australia";"Dongara"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,8;-37,01666667;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";168;-47;"New Zealand";""; ;"1909-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"Australia";"North Shore."; ;"1884-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";173,533;-34,9833;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,9555;-32,1404;"Australia";"locality withheld"; ;"2010-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,25;-33,65;"Australia";"Geographe Bay."; ;"1880-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,65;-45,86666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,1;-38;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";176,25;-38,08333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,52811;-34,43137;"Australia";"Murray River (NP)"; ;"1983-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,25;-33,65;"Australia";"Geographe Bay."; ;"1880-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,0833333;-35,41666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";174,5833333;-36,91666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,4833;-22,317;"Australia";"Mell1"; ;"1998-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,911161;-37,562551;"Australia";""; ;"1960-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,166667;-33,833333;"Australia";"Port Jackson District [=Sydney]"; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7668479;-36,84819811;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";169,4166667;-46,58333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,644804958;-31,374189862;"Australia";"locality withheld"; ;"1995-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,748354529;-32,723919989;"Australia";"locality withheld"; ;"2018-02-21";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,7;-41,1833;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,669;-37,0687;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,5666667;-38,01666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,7666667;-36,78333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,669;-37,0687;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";148,902333785;-32,552873689;"Australia";"locality withheld"; ;"1980-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,805;-39,1722;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum"; ; ;"Australia";"Not given"; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";138,25;-34,5;"Australia";"St Vincent Golf [=Gulf St Vincent]."; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";146,907108;-38,20829;"Australia";""; ;"1975-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum"; ; ;"Australia";"Provenance unknown"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";152,810654225;-31,43550466;"Australia";"locality withheld"; ;"2008-01-29";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";117,9333333;-32,5166666;"Australia";""; ;"1978-01-01";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7735146;-36,85764274;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";138,516667;-34,933333;"Australia";"Fulham"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,1368;-25,1181;"Australia";"Aberc1"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum"; ; ;"Australia";"Without specific locality"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,75;-46;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";115,98;-33,78138889;"Australia";"Balingup"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";140,34365;-34,15918;"Australia";""; ;"1991-01-01";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";175,1166667;-36,68333333;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";170,428;-45,816;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,25;-38,75;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,2205556;-35,11094444;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";119,266906;-34,106613;"Australia";""; ;"1979-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,0801;-25,4603;"Australia";"SprCk4"; ;"1996-01-01";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,5658333;-38,4575;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,266667;-33,883333;"Australia";"Bondi"; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,4;-35,1;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";149,363;-25,3547;"Australia";"Glenhaug"; ;"2002-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,2341667;-40,36858333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,1285;-25,475;"Australia";"Prices2"; ;"1996-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,75;-37,41666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";167,8372222;-46,99727778;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";150,887266427;-33,686798653;"Australia";"locality withheld"; ;"2007-04-23";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum";121,88833333;-33,86138889;"Australia";"Esperance Bay"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";145,35;-37,8167;"Australia";"Dandenong Ranges."; ;"1891-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";173,7;-35,23333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,482;-38,4876;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Thinopyrum distichum";115,32805556;-31,02333333;"Australia";"Lancelin"; ;"";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,7501808;-36,9148659;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Conospermum distichum"; ; ;"Australia";"Gibbsons soak."; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,4047222;-39,23611111;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,0833333;-36,2;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";177,133;-38,5667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";147,1047;-25,365;"Australia";"Bogarell"; ;"1999-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";145,9152;-23,5634;"Australia";"Ightham2"; ;"1998-01-01";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";175,2;-37,76666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";172,8;-41,81666667;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Sargassum distichum";115,75;-31,98333333;"Australia";"Cottesloe"; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";174,723;-38,4198;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";174,0833333;-39,08333333;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum"; ; ;"";""; ;"";"ALA";""
"Abeliophyllum distichum";"Paspalum distichum";151,42609709;-29,623412174;"Australia";"locality withheld"; ;"1995-01-01";"ALA";""
"Abeliophyllum distichum";"Taxodium distichum";174,75;-36,75;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";175,2833333;-41,05;"New Zealand";""; ;"";"ALA";""
"Abeliophyllum distichum";"Rhizogonium distichum";146,45;-39,0167;"Australia";"Sealers Cove."; ;"";"ALA";""
